1.440671,1.241034,0.4967703,0.2376959,0.3857943,0.1230819,0.5945994,0.3462816,0.2483177
1.477544,1.259199,0.5014116,0.2383156,0.391558,0.1231396,0.6130145,0.3468098,0.2662047
1.476007,1.280386,0.5013273,0.2376943,0.3809406,0.1230826,0.6338269,0.3465918,0.2872351
1.476107,1.238403,0.5007976,0.2377641,0.3816938,0.1230979,0.5918139,0.3466861,0.2451277
1.480641,1.246024,0.4949608,0.2383546,0.3796208,0.1228399,0.6003447,0.3469747,0.25337
1.483899,1.250204,0.4983923,0.2376902,0.3840884,0.1229724,0.6042058,0.3467745,0.2574313
1.481644,1.263584,0.5015855,0.2381966,0.3950072,0.1229339,0.6176327,0.345126,0.2725066
1.483075,1.258022,0.503823,0.237859,0.3968295,0.1235396,0.6113884,0.3449393,0.2664491
1.482894,1.248774,0.4979585,0.2386255,0.3891565,0.1234567,0.6015854,0.344728,0.2568574
1.473452,1.276495,0.4924665,0.2362555,0.3803623,0.1233606,0.6294467,0.3458123,0.2836344
1.456865,1.261154,0.4954022,0.2362833,0.3798866,0.1233273,0.6135645,0.346422,0.2671426
1.490787,1.259991,0.5031322,0.2366545,0.3930124,0.1233791,0.612448,0.3478115,0.2646365
1.500473,1.265101,0.4979476,0.2380582,0.3758551,0.1233353,0.6170555,0.3490727,0.2679827
1.499821,1.273315,0.5053944,0.2389506,0.3941492,0.1232472,0.6244293,0.3487411,0.2756882
1.505132,1.27923,0.5002859,0.2393664,0.3777007,0.1232697,0.6311091,0.3481991,0.28291
1.50396,1.270387,0.5002584,0.2392909,0.3787827,0.1231257,0.6229409,0.3485582,0.2743827
1.501896,1.274467,0.5033689,0.2388256,0.3819709,0.1230514,0.6270171,0.3484283,0.2785888
1.49751,1.273293,0.5004694,0.2399434,0.3890429,0.1230566,0.6256583,0.3486707,0.2769877
1.489923,1.252224,0.4963101,0.2400988,0.3834624,0.1230102,0.6044928,0.3481746,0.2563182
1.47108,1.258918,0.5048604,0.23637,0.3884685,0.1230255,0.6115866,0.3474859,0.2641007
1.474017,1.278652,0.4972732,0.2365427,0.3864603,0.1228911,0.6315466,0.3489686,0.282578
1.479282,1.28001,0.5024018,0.2367373,0.3920246,0.1228731,0.6328964,0.3496387,0.2832576
1.469469,1.267974,0.4935395,0.2369303,0.3831749,0.1230021,0.6209495,0.3488418,0.2721077
1.490836,1.252936,0.4931096,0.2377199,0.3820064,0.1230489,0.6054415,0.3468035,0.258638
1.488899,1.249776,0.5012602,0.2377562,0.3818045,0.1231105,0.6028544,0.3466317,0.2562227
1.48953,1.252954,0.4996554,0.2381634,0.379987,0.1241247,0.6052767,0.3466096,0.2586671
1.454265,1.252034,0.4942198,0.2383039,0.3794201,0.1240679,0.6041542,0.3479459,0.2562083
1.452871,1.248533,0.4936478,0.2385158,0.3822748,0.1239427,0.6005466,0.3466941,0.2538525
1.484716,1.264415,0.5067051,0.2388048,0.3935581,0.1239963,0.6161823,0.3457555,0.2704268
1.483992,1.256809,0.4961323,0.2366432,0.3853984,0.1238202,0.6078274,0.3457921,0.2620353
1.513487,1.270634,0.4960603,0.2367447,0.3837848,0.1240356,0.6214816,0.3463961,0.2750855
1.507356,1.26656,0.4973363,0.2363893,0.383384,0.1240061,0.617421,0.346534,0.2708871
1.496495,1.261091,0.491005,0.2359977,0.381361,0.1242204,0.6113324,0.3444215,0.2669109
1.492832,1.258922,0.4953591,0.2356815,0.385707,0.1255417,0.608763,0.3441267,0.2646363
1.479552,1.269067,0.4971012,0.2357291,0.3883624,0.1251825,0.6192335,0.3446898,0.2745438
1.47196,1.261378,0.5035699,0.2353284,0.3964096,0.1251602,0.6110977,0.3448972,0.2662005
1.462331,1.260129,0.5028352,0.2355018,0.3956686,0.1250086,0.6100436,0.3455256,0.2645181
1.47418,1.264685,0.4955024,0.2364153,0.3778408,0.1248211,0.614172,0.3458342,0.2683378
1.468031,1.278149,0.4990003,0.2367227,0.3819941,0.1252708,0.6277733,0.3472157,0.2805576
1.472021,1.272276,0.496051,0.2370971,0.3807082,0.1249085,0.6217483,0.346039,0.2757093
1.501705,1.272326,0.4986465,0.237737,0.381228,0.1248462,0.621272,0.3446786,0.2765934
1.497543,1.266334,0.4982589,0.2380998,0.3805149,0.1248587,0.6153878,0.3454013,0.2699865
1.491235,1.257741,0.4972015,0.2325304,0.3795287,0.125233,0.6064994,0.3459982,0.2605012
1.48984,1.253221,0.4987855,0.2338587,0.3799451,0.1251142,0.6020331,0.3458639,0.2561693
1.498322,1.255764,0.5018745,0.2352901,0.3827423,0.1250395,0.6048257,0.3457769,0.2590487
1.49665,1.256205,0.5040196,0.2375775,0.3922797,0.1248808,0.6059175,0.3464108,0.2595068
1.489591,1.253933,0.4892074,0.2370586,0.3773545,0.1249579,0.6033514,0.3464669,0.2568845
1.486094,1.250988,0.4950068,0.2375063,0.3830199,0.1244729,0.6008185,0.3452022,0.2556163
1.461155,1.256647,0.4948438,0.2371083,0.3833024,0.1255849,0.6063321,0.3449453,0.2613868
1.460633,1.270215,0.4945046,0.2376792,0.3819931,0.1251599,0.6203042,0.3446224,0.2756818
1.494209,1.256949,0.4948477,0.2384758,0.3815607,0.1250314,0.6069654,0.3450476,0.2619177
1.509558,1.274075,0.4991125,0.238455,0.3853019,0.1250037,0.6242132,0.3470334,0.2771798
1.504691,1.268716,0.4917026,0.2393938,0.3801309,0.1244324,0.6203502,0.3480578,0.2722923
1.494001,1.263467,0.4953807,0.2394702,0.3833988,0.1239654,0.6160304,0.3474366,0.2685938
1.493232,1.271404,0.4967392,0.2395618,0.3847675,0.1234699,0.6234484,0.3483167,0.2751318
1.456437,1.272825,0.4959548,0.2398278,0.3830709,0.1233348,0.624518,0.3488228,0.2756952
1.488414,1.247388,0.499443,0.2397522,0.3859172,0.1234149,0.5988216,0.3472359,0.2515856
1.452796,1.247369,0.49673,0.2397352,0.3831344,0.1235219,0.5986053,0.3468907,0.2517146
1.472501,1.252762,0.5018209,0.2367971,0.3926639,0.1236133,0.604131,0.344452,0.259679
1.484264,1.24306,0.4942733,0.236913,0.3840416,0.1236434,0.5944126,0.3435133,0.2508993
1.471933,1.253011,0.4997695,0.2367437,0.3892272,0.123807,0.6040089,0.3425425,0.2614664
1.498054,1.253825,0.4955403,0.2368823,0.3839712,0.1236933,0.6046471,0.3429218,0.2617254
1.491366,1.247288,0.507125,0.236911,0.4005148,0.1236654,0.5981979,0.3416714,0.2565265
1.490172,1.268634,0.4995292,0.2368307,0.3841831,0.1238265,0.6188709,0.342136,0.2767349
1.48893,1.26843,0.4990407,0.2369843,0.3827506,0.1238977,0.6183822,0.3403353,0.2780469
1.488953,1.272001,0.5027977,0.2369608,0.3864557,0.1238988,0.621818,0.3389742,0.2828438
1.488724,1.26304,0.4996402,0.237978,0.3821337,0.1238583,0.6126042,0.3405837,0.2720205
1.454715,1.252889,0.5009315,0.2373955,0.3838325,0.1238749,0.6018826,0.3403178,0.2615648
1.449278,1.253745,0.4993894,0.2396066,0.3792021,0.1237778,0.6030045,0.3400605,0.2629439
1.451261,1.261717,0.5018396,0.2399347,0.3810753,0.1237454,0.6104812,0.3399242,0.270557
1.448252,1.256858,0.4989487,0.2395466,0.3785665,0.123765,0.6054992,0.3401891,0.2653101
1.488357,1.25325,0.5029106,0.2391505,0.3911895,0.1238197,0.6015242,0.3410751,0.2604491
1.484851,1.251711,0.5048398,0.2387737,0.3813816,0.1241243,0.5998895,0.3422396,0.2576499
1.449456,1.251711,0.5022095,0.240205,0.3915121,0.1240333,0.6004537,0.3414518,0.2590019
1.48481,1.254383,0.5060109,0.2406084,0.3946972,0.1239022,0.603466,0.3428723,0.2605937
1.485937,1.255064,0.506577,0.2409347,0.3945294,0.1241919,0.6042126,0.3432786,0.260934
1.485162,1.255292,0.5036024,0.2405997,0.3800168,0.1243376,0.6045192,0.342766,0.2617532
1.492652,1.256807,0.5019241,0.2404267,0.3900689,0.1243244,0.6062451,0.3418695,0.2643756
1.494586,1.257716,0.4998367,0.2395806,0.3785637,0.1243667,0.6071345,0.3427114,0.264423
1.494784,1.257246,0.4977832,0.2397338,0.3835555,0.1247921,0.6058759,0.3425361,0.2633398
1.461104,1.265451,0.496004,0.2395515,0.3803218,0.1247619,0.6144291,0.3423808,0.2720484
1.483808,1.268904,0.5052648,0.2388932,0.3933331,0.1247669,0.6177269,0.342644,0.2750829
1.465992,1.259872,0.5020057,0.2409425,0.3885306,0.1251045,0.6086698,0.3419669,0.2667028
1.461483,1.25295,0.4990032,0.2379803,0.3807251,0.1249229,0.6020896,0.3417156,0.260374
1.47167,1.256225,0.4979752,0.2394285,0.379696,0.1246373,0.6052611,0.3431898,0.2620713
1.49116,1.251215,0.5007241,0.2367411,0.3837852,0.1246427,0.6000911,0.3426427,0.2574484
1.476871,1.262289,0.4991859,0.2355788,0.3858103,0.1257589,0.6118616,0.3449097,0.2669519
1.502224,1.257425,0.4925095,0.2315116,0.3859498,0.125295,0.6070727,0.3451206,0.2619522
1.503679,1.258325,0.4967403,0.2321285,0.3868333,0.125194,0.6076517,0.3441213,0.2635304
1.497589,1.281063,0.4977923,0.2295106,0.3951871,0.1254066,0.6289255,0.3427346,0.2861908
